gene_id	gene	chrom	cds_min	cds_max	cds_len_canonical	n_cds_exons_canonical
ENSG00000162641	AKNAD1	1	108816174	108852664	2508	15
ENSG00000121957	GPSM2	1	108885523	108929937	2052	14
ENSG00000121940	CLCC1	1	108930199	108950437	1653	10
ENSG00000085433	WDR47	1	108971433	109023512	2757	14
ENSG00000197780	TAF13	1	109064526	109075947	372	4
ENSG00000215717	TMEM167B	1	109090873	109094576	222	3
ENSG00000179902	CFAP276	1	109106031	109113677	507	5
ENSG00000116299	ELAPOR1	1	109114184	109203009	3039	22
ENSG00000031698	SARS1	1	109213993	109237885	1542	11
ENSG00000143126	CELSR2	1	109250080	109274046	8769	34
ENSG00000134222	PSRC1	1	109280124	109282698	999	7
ENSG00000221986	MYBPHL	1	109294242	109306991	1062	8
ENSG00000134243	SORT1	1	109314046	109397892	2493	20
ENSG00000143106	PSMA5	1	109402016	109426330	723	9
ENSG00000143028	SYPL2	1	109466844	109479545	816	6
ENSG00000162650	ATXN7L2	1	109483954	109492597	2262	11
ENSG00000174151	CYB561D1	1	109494140	109502389	687	3
ENSG00000181754	AMIGO1	1	109507434	109508912	1479	1
ENSG00000156097	GPR61	1	109543023	109545322	1353	1
ENSG00000065135	GNAI3	1	109548721	109592230	1062	8
ENSG00000134183	GNAT2	1	109603357	109612870	1062	8
ENSG00000116337	AMPD2	1	109620269	109631149	2475	18
ENSG00000168765	GSTM4	1	109656390	109665028	654	8
ENSG00000213366	GSTM2	1	109668116	109708573	654	8
ENSG00000134184	GSTM1	1	109687874	109693292	654	8
ENSG00000134201	GSTM5	1	109712313	109717423	654	8
ENSG00000134202	GSTM3	1	109737074	109740287	675	8
ENSG00000198758	EPS8L3	1	109750394	109761749	1779	18
ENSG00000184371	CSF1	1	109910368	109925186	1662	8
ENSG00000168710	AHCYL1	1	109985053	110021677	1590	17
ENSG00000143093	STRIP1	1	110034638	110053909	2511	21
ENSG00000156150	ALX3	1	110060736	110070612	1029	4
ENSG00000186150	UBL4B	1	110112535	110113056	522	1
ENSG00000197106	SLC6A17	1	110166930	110198441	2181	11
ENSG00000116396	KCNC4	1	110211500	110232969	1878	4
ENSG00000162775	RBM15	1	110339406	110346351	2931	2
ENSG00000168679	SLC16A4	1	110363769	110389323	1461	8
ENSG00000134248	LAMTOR5	1	110401526	110407866	273	4
ENSG00000143125	PROK1	1	110451217	110456348	315	3
ENSG00000143105	KCNA10	1	110517255	110518787	1533	1
ENSG00000177301	KCNA2	1	110593896	110604782	1497	1
ENSG00000177272	KCNA3	1	110668289	110674809	1725	1
ENSG00000143119	CD53	1	110891409	110899192	657	7
ENSG00000121931	LRIF1	1	110947962	110963688	2307	4
ENSG00000156171	DRAM2	1	111118163	111131554	798	7
ENSG00000134255	CEPT1	1	111147715	111184307	1248	8
ENSG00000162777	DENND2D	1	111187608	111204353	1413	12
ENSG00000064886	CHI3L2	1	111227730	111243219	1170	10
ENSG00000134216	CHIA	1	111290862	111320463	1428	11
ENSG00000173947	PIFO	1	111346653	111351324	573	6
ENSG00000085465	OVGP1	1	111414467	111427721	2034	11
ENSG00000116455	WDR77	1	111441233	111449169	1026	10
ENSG00000116459	ATP5PB	1	111449542	111460991	768	7
ENSG00000143110	C1orf162	1	111476029	111478120	390	5
ENSG00000121933	TMIGD3	1	111483690	111563952	1041	6
ENSG00000282608	ADORA3	1	111499953	111503354	954	2
ENSG00000116473	RAP1A	1	111691361	111709232	552	6
ENSG00000197852	INKA2	1	111723105	111739242	891	2
ENSG00000064703	DDX20	1	111755925	111766896	2472	11
ENSG00000171385	KCND3	1	111776080	111982726	1965	7
ENSG00000143079	CTTNBP2NL	1	112416166	112457409	1917	4
ENSG00000134245	WNT2B	1	112467538	112520506	1173	5
ENSG00000007341	ST7L	1	112526016	112619113	1725	15
ENSG00000116489	CAPZA1	1	112619845	112670129	858	10
ENSG00000155363	MOV10	1	112674913	112700544	3009	20
ENSG00000155366	RHOC	1	112701464	112705639	579	4
ENSG00000271810	ENSG00000271810	1	112702648	112711355	813	8
ENSG00000155367	PPM1J	1	112710166	112715301	1515	10
ENSG00000184599	TAFA3	1	112722234	112726677	399	4
ENSG00000155380	SLC16A1	1	112913894	112929308	1500	4
ENSG00000198799	LRIG2	1	113073407	113124098	3195	18
ENSG00000081026	MAGI3	1	113391034	113684011	4443	21
ENSG00000116793	PHTF1	1	113697708	113758703	2286	18
ENSG00000081019	RSBN1	1	113765983	113812412	2406	7
ENSG00000134242	PTPN22	1	113814908	113871623	2421	21
ENSG00000188761	BCL2L15	1	113881100	113887375	489	4
ENSG00000134262	AP4B1	1	113895068	113904717	2217	10
ENSG00000118655	DCLRE1B	1	113905587	113912188	1596	4
ENSG00000163349	HIPK1	1	113940384	113973509	3630	15
ENSG00000116774	OLFML3	1	113979517	113981766	1218	3
ENSG00000134207	SYT6	1	114092014	114153772	1530	7
ENSG00000197323	TRIM33	1	114397651	114511076	3381	20
ENSG00000116752	BCAS2	1	114568133	114581591	675	7
ENSG00000175984	DENND2C	1	114585603	114625984	2784	18
ENSG00000116748	AMPD1	1	114673117	114695473	2241	16
ENSG00000213281	NRAS	1	114708538	114716160	567	4
ENSG00000009307	CSDE1	1	114718172	114741664	2394	18
ENSG00000052723	SIKE1	1	114774274	114780607	621	5
ENSG00000198765	SYCP1	1	114855465	114995016	2928	31
ENSG00000134200	TSHB	1	115033363	115034224	414	2
ENSG00000134198	TSPAN2	1	115050493	115089432	663	8
ENSG00000134259	NGF	1	115286073	115286795	723	1
ENSG00000173218	VANGL1	1	115651414	115691376	1572	7
ENSG00000118729	CASQ2	1	115701244	115768541	1197	11
ENSG00000177551	NHLH2	1	115837968	115838372	405	1
ENSG00000163393	SLC22A15	1	115976628	116067105	1641	12
ENSG00000173212	MAB21L3	1	116112616	116133362	1086	6
ENSG00000163399	ATP1A1	1	116373512	116410153	3069	23
ENSG00000116815	CD58	1	116514816	116570972	750	6
ENSG00000143061	IGSF3	1	116577315	116666326	3582	10
ENSG00000116824	CD2	1	116754493	116768780	1053	5
ENSG00000134247	PTGFRN	1	116910204	116986964	2637	9
ENSG00000134256	CD101	1	117001818	117034098	3063	9
ENSG00000116830	TTF2	1	117060347	117101521	3486	23
ENSG00000134253	TRIM45	1	117112308	117121864	1740	6
ENSG00000134258	VTCN1	1	117147661	117210855	846	5
ENSG00000198162	MAN1A2	1	117368184	117525156	1923	13
ENSG00000183508	TENT5C	1	117622869	117624041	1173	1
ENSG00000196505	GDAP2	1	117870572	117920357	1491	13
ENSG00000065183	WDR3	1	117933320	117959444	2829	26
ENSG00000155761	SPAG17	1	117963802	118185157	6669	48
ENSG00000092607	TBX15	1	118884735	118987795	1806	8
ENSG00000116874	WARS2	1	119032914	119140644	1080	6
ENSG00000116882	HAO2	1	119380693	119393837	1053	7
ENSG00000203859	HSD3B2	1	119415420	119422617	1116	3
ENSG00000203857	HSD3B1	1	119507477	119514642	1119	3
ENSG00000143067	ZNF697	1	119622708	119626100	1635	2
ENSG00000092621	PHGDH	1	119712023	119744037	1599	12
ENSG00000134240	HMGCS2	1	119750805	119768844	1524	9
ENSG00000134193	REG4	1	119794621	119808769	474	5
ENSG00000134249	ADAM30	1	119893967	119896336	2370	1
ENSG00000134250	NOTCH2	1	119915309	120069406	7413	34
ENSG00000265808	SEC22B	1	120157041	120176381	645	5
ENSG00000270231	NBPF8	1	120436523	120466218	2826	20
ENSG00000273136	NBPF26	1	120724178	120840590	4344	30
ENSG00000286106	NOTCH2NLR	1	120724178	120793817	822	5
ENSG00000263353	PPIAL4A	1	120889821	120890312	492	1
ENSG00000188610	FAM72B	1	121168744	121185469	447	4
ENSG00000171943	SRGAP2C	1	121187447	121387852	1377	9
ENSG00000273213	H3-7	1	143905559	143905966	408	1
ENSG00000263513	FAM72C	1	143956390	143971141	447	4
ENSG00000271567	PPIAL4E	1	144373093	144373584	492	1
ENSG00000266338	NBPF15	1	144423016	144440003	2010	15
ENSG00000279782	PPIAL4F	1	144592943	144593434	492	1
ENSG00000196369	SRGAP2B	1	144892163	145092901	1377	9
ENSG00000215784	FAM72D	1	145096848	145111594	447	4
ENSG00000289549	PPIAL4D	1	145241633	145242124	492	1
ENSG00000162825	NBPF20	1	145291529	145405272	16935	137
ENSG00000117262	GPR89A	1	145608134	145670037	1365	14
ENSG00000174827	PDZK1	1	145671439	145688021	1557	8
ENSG00000117281	CD160	1	145728328	145738490	543	4
ENSG00000265491	RNF115	1	145746869	145823873	912	9
ENSG00000186141	POLR3C	1	145825777	145842417	1602	14
ENSG00000186364	NUDT17	1	145845641	145848476	984	8
ENSG00000131788	PIAS3	1	145849449	145858990	1884	14
ENSG00000198483	ANKRD35	1	145867333	145885758	3003	13
ENSG00000143127	ITGA10	1	145892801	145910014	3501	30
ENSG00000131779	PEX11B	1	145912164	145918688	777	4
ENSG00000289565	ENSG00000289565	1	145925885	145926618	317	3
ENSG00000265241	RBM8A	1	145925885	145927426	522	6
ENSG00000271601	LIX1L	1	145936313	145957927	1011	6
ENSG00000272031	ANKRD34A	1	145960272	145961759	1488	1
ENSG00000121851	POLR3GL	1	145974866	145978444	654	7
ENSG00000280778	ENSG00000280778	1	145977113	145977811	131	3
ENSG00000265972	TXNIP	1	145993854	145996266	1173	8
ENSG00000168509	HJV	1	146018080	146020231	1278	3
ENSG00000271425	NBPF10	1	146066321	146144769	11385	90
ENSG00000264343	NOTCH2NLA	1	146147692	146189337	708	4
ENSG00000270339	PPIAL4H	1	146344224	146344715	492	1
ENSG00000268043	NBPF12	1	146960144	146994572	4371	31
ENSG00000131791	PRKAB2	1	147159568	147172144	816	7
ENSG00000131781	FMO5	1	147184495	147225029	1599	8
ENSG00000131778	CHD1L	1	147242704	147295506	2691	23
ENSG00000288626	ENSG00000288626	1	147611590	147611793	204	1
ENSG00000116128	BCL9	1	147611837	147624956	4278	7
ENSG00000162836	ACP6	1	147631056	147670048	1284	10
ENSG00000265107	GJA5	1	147758165	147759238	1074	1
ENSG00000121634	GJA8	1	147907956	147909254	1299	1
ENSG00000188092	GPR89B	1	147928537	147992914	1365	14
ENSG00000263956	NBPF11	1	148103899	148127003	2595	20
ENSG00000236334	PPIAL4G	1	148482761	148483252	492	1
ENSG00000270629	NBPF14	1	148533008	148595717	8964	70
ENSG00000286019	NOTCH2NLB	1	148607086	148679464	747	5
ENSG00000177144	NUDT4B	1	148748953	148749495	543	1
ENSG00000178104	PDE4DIP	1	148808505	149032086	7236	47
ENSG00000269713	NBPF9	1	149055659	149082139	3333	24
ENSG00000286219	NOTCH2NLC	1	149390788	149464150	879	5
ENSG00000286185	ENSG00000286185	1	149475933	149554735	11529	93
ENSG00000271383	NBPF19	1	149475933	149554735	11529	93
ENSG00000288867	PPIAL4C	1	149583898	149584389	492	1
ENSG00000150337	FCGR1A	1	149782744	149791514	1122	6
ENSG00000203814	H2BC18	1	149783236	149812323	378	1
ENSG00000183598	H3C13	1	149813274	149813681	408	1
ENSG00000270882	H4C14	1	149832685	149832993	309	1
ENSG00000203811	H3C14	1	149840750	149841157	408	1
ENSG00000288825	H2AC18	1	149842309	149842698	390	1
ENSG00000288859	H2AC19	1	149851114	149851503	390	1
ENSG00000203852	H3C15	1	149852655	149853062	408	1
ENSG00000270276	H4C15	1	149860823	149861131	309	1
ENSG00000184678	H2BC21	1	149886263	149886640	378	1
ENSG00000184260	H2AC20	1	149886975	149887361	387	1
ENSG00000184270	H2AC21	1	149887527	149887916	390	1
ENSG00000178096	BOLA1	1	149900060	149900470	411	1
ENSG00000159164	SV2A	1	149905017	149913840	2226	12
ENSG00000143368	SF3B4	1	149923545	149927759	1272	6
ENSG00000014914	MTMR11	1	149928870	149936647	2127	17
ENSG00000264522	OTUD7B	1	149943860	149977510	2529	11
ENSG00000136631	VPS45	1	150067858	150144918	1710	15
ENSG00000023902	PLEKHO1	1	150150258	150159520	1227	6
ENSG00000143401	ANP32E	1	150220694	150235786	804	7
ENSG00000118298	CA14	1	150258129	150264687	1011	11
ENSG00000117362	APH1A	1	150266133	150268810	795	7
ENSG00000118292	C1orf54	1	150272818	150280897	393	5
ENSG00000159208	CIART	1	150283268	150286951	1155	5
ENSG00000266472	MRPS21	1	150294367	150308225	261	2
ENSG00000117360	PRPF3	1	150324943	150352976	2049	15
ENSG00000163125	RPRD2	1	150364715	150473331	4383	11
ENSG00000143374	TARS2	1	150487451	150507061	2154	18
ENSG00000143369	ECM1	1	150508210	150513464	1620	10
ENSG00000143382	ADAMTSL4	1	150552289	150560193	3222	17
ENSG00000143384	MCL1	1	150577367	150579530	1050	3
ENSG00000143420	ENSA	1	150601117	150629470	363	4
ENSG00000143457	GOLPH3L	1	150648324	150694838	855	4
ENSG00000143452	HORMAD1	1	150698657	150719505	1182	14
ENSG00000163131	CTSS	1	150733012	150764763	993	7
ENSG00000143387	CTSK	1	150796693	150807424	987	7
ENSG00000143437	ARNT	1	150812024	150876567	2367	22
ENSG00000283324	CTXND2	1	150912315	150912479	165	1
ENSG00000143379	SETDB1	1	150926778	150964361	3876	21
ENSG00000143418	CERS2	1	150964320	150969090	1140	10
ENSG00000143412	ANXA9	1	150983106	150995319	1035	12
ENSG00000143409	MINDY1	1	150997290	151002617	1407	9
ENSG00000143363	PRUNE1	1	151008633	151034231	1359	8
ENSG00000163141	BNIPL	1	151036726	151046684	1071	10
ENSG00000143443	C1orf56	1	151047848	151050455	1023	2
ENSG00000197622	CDC42SE1	1	151054250	151055730	237	3
ENSG00000213190	MLLT11	1	151067225	151067494	270	1
ENSG00000143458	GABPB2	1	151088190	151118253	1344	8
ENSG00000143434	SEMA6C	1	151132487	151142621	2790	17
ENSG00000163154	TNFAIP8L2	1	151158698	151159249	552	1
ENSG00000163155	LYSMD1	1	151160885	151165782	681	3
ENSG00000163156	SCNM1	1	151166153	151169082	690	7
ENSG00000163157	TMOD4	1	151170059	151174875	1035	9
ENSG00000163159	VPS72	1	151176647	151190121	1092	6
ENSG00000143398	PIP5K1A	1	151198018	151246965	1686	15
ENSG00000159352	PSMD4	1	151254783	151267340	1131	10
ENSG00000143373	ZNF687	1	151282070	151291206	3711	8
ENSG00000143393	PI4KB	1	151292855	151326179	2448	11
ENSG00000143390	RFX5	1	151342020	151346320	1848	9
ENSG00000143416	SELENBP1	1	151364546	151372641	1416	12
ENSG00000159377	PSMB4	1	151399588	151401826	792	7
ENSG00000143442	POGZ	1	151404805	151459198	4230	18
ENSG00000143375	CGN	1	151518520	151537343	3609	20
ENSG00000143367	TUFT1	1	151540367	151581704	1170	13
ENSG00000143376	SNX27	1	151612202	151694414	1623	12
ENSG00000159409	CELF3	1	151705044	151716798	1395	12
ENSG00000178796	RIIAD1	1	151714509	151728833	276	4
ENSG00000143436	MRPL9	1	151760053	151763479	801	7
ENSG00000143450	OAZ3	1	151763136	151771216	705	6
ENSG00000182134	TDRKH	1	151774455	151783022	1683	12
ENSG00000213171	LINGO4	1	151800926	151802704	1779	1
ENSG00000143365	RORC	1	151807475	151831764	1554	11
ENSG00000225556	C2CD4D	1	151837931	151838989	1059	1
ENSG00000196407	THEM5	1	151847282	151853565	741	6
ENSG00000159445	THEM4	1	151874891	151909458	720	6
ENSG00000197747	S100A10	1	151983166	151986230	291	2
ENSG00000163191	S100A11	1	152032665	152036915	315	3
ENSG00000182898	TCHHL1	1	152084970	152088143	2712	2
ENSG00000159450	TCHH	1	152107388	152114080	5829	2
ENSG00000215853	RPTN	1	152154747	152157889	2352	2
ENSG00000197915	HRNR	1	152213079	152223253	8550	2
ENSG00000143631	FLG	1	152302703	152315456	12183	2
ENSG00000143520	FLG2	1	152350613	152358884	7173	2
ENSG00000143536	CRNN	1	152409597	152412233	1485	2
ENSG00000186207	LCE5A	1	152511535	152511888	354	1
ENSG00000169509	CRCT1	1	152515384	152515680	297	1
ENSG00000185966	LCE3E	1	152565933	152566208	276	1
ENSG00000163202	LCE3D	1	152579661	152579936	276	1
ENSG00000244057	LCE3C	1	152600732	152601013	282	1
ENSG00000187238	LCE3B	1	152613811	152614095	285	1
ENSG00000185962	LCE3A	1	152622837	152623103	267	1
ENSG00000187223	LCE2D	1	152664106	152664435	330	1
ENSG00000187180	LCE2C	1	152676016	152676345	330	1
ENSG00000159455	LCE2B	1	152686844	152687173	330	1
ENSG00000187173	LCE2A	1	152698902	152699219	318	1
ENSG00000187170	LCE4A	1	152709076	152709372	297	1
ENSG00000198854	C1orf68	1	152719522	152720271	750	1
ENSG00000203786	KPRP	1	152759589	152761325	1737	1
ENSG00000240386	LCE1F	1	152776372	152776725	354	1
ENSG00000186226	LCE1E	1	152787300	152787653	354	1
ENSG00000172155	LCE1D	1	152797795	152798136	342	1
ENSG00000197084	LCE1C	1	152805125	152805478	354	1
ENSG00000196734	LCE1B	1	152812447	152812800	354	1
ENSG00000186844	LCE1A	1	152827473	152827802	330	1
ENSG00000235942	LCE6A	1	152843521	152843760	240	1
ENSG00000285946	LCE7A	1	152860698	152860982	285	1
ENSG00000163206	SMCP	1	152884423	152884770	348	1
ENSG00000163207	IVL	1	152909798	152911552	1755	1
ENSG00000283227	SPRR5	1	152948555	152948878	324	1
ENSG00000184148	SPRR4	1	152971891	152972127	237	1
ENSG00000169474	SPRR1A	1	152985231	152985497	267	1
ENSG00000163209	SPRR3	1	153003021	153003527	507	1
ENSG00000169469	SPRR1B	1	153032346	153032612	267	1
ENSG00000163216	SPRR2D	1	153040131	153040346	216	1
ENSG00000241794	SPRR2A	1	153056520	153056735	216	1
ENSG00000196805	SPRR2B	1	153070624	153070839	216	1
ENSG00000203785	SPRR2E	1	153093536	153093751	216	1
ENSG00000244094	SPRR2F	1	153112518	153112733	216	1
ENSG00000159516	SPRR2G	1	153149892	153150110	219	1
ENSG00000203784	LELP1	1	153204708	153205001	294	1
ENSG00000203783	PRR9	1	153218145	153218492	348	1
ENSG00000203782	LORICRIN	1	153260950	153261885	936	1
ENSG00000159527	PGLYRP3	1	153297959	153310665	1023	7
ENSG00000163218	PGLYRP4	1	153330770	153347932	1119	8
ENSG00000163220	S100A9	1	153358284	153360835	342	2
ENSG00000163221	S100A12	1	153373830	153374592	276	2
ENSG00000143546	S100A8	1	153390106	153390535	279	2
ENSG00000184330	S100A7A	1	153418083	153419306	303	2
ENSG00000143556	S100A7	1	153457809	153459013	303	2
ENSG00000197956	S100A6	1	153534699	153535339	270	2
ENSG00000196420	S100A5	1	153537299	153540191	276	2
ENSG00000196154	S100A4	1	153543762	153544794	303	2
ENSG00000188015	S100A3	1	153547685	153548485	303	2
ENSG00000196754	S100A2	1	153561442	153563877	294	2
ENSG00000188643	S100A16	1	153607537	153608151	309	2
ENSG00000189334	S100A14	1	153614888	153615858	312	3
ENSG00000189171	S100A13	1	153618898	153626472	294	2
ENSG00000160678	S100A1	1	153628073	153631838	282	2
ENSG00000160679	CHTOP	1	153634301	153645266	744	5
ENSG00000143553	SNAPIN	1	153658744	153661298	408	4
ENSG00000143621	ILF2	1	153662399	153670922	1170	14
ENSG00000169418	NPR1	1	153679109	153693411	3183	22
ENSG00000143624	INTS3	1	153728635	153773267	3126	30
ENSG00000143554	SLC27A3	1	153775114	153779999	2049	10
ENSG00000143614	GATAD2B	1	153789488	153828347	1779	10
ENSG00000198837	DENND4B	1	153930300	153945144	4488	27
ENSG00000160741	CRTC2	1	153948112	153958497	2079	14
ENSG00000143570	SLC39A1	1	153960101	153962715	972	3
ENSG00000285779	ENSG00000285779	1	153963656	153975887	240	3
ENSG00000143578	CREB3L4	1	153968526	153974062	1185	9
ENSG00000143543	JTB	1	153974682	153977252	438	5
ENSG00000285641	ENSG00000285641	1	153982102	153986236	609	8
ENSG00000143545	RAB13	1	153982102	153986236	609	8
ENSG00000177954	RPS27	1	153990797	153992090	252	4
ENSG00000143552	NUP210L	1	153992838	154155044	5664	40
ENSG00000143549	TPM3	1	154157642	154192018	855	10
ENSG00000163263	CFAP141	1	154199430	154206307	303	4
ENSG00000143612	C1orf43	1	154207456	154220407	759	7
ENSG00000143569	UBAP2L	1	154225124	154270916	3261	26
ENSG00000143575	HAX1	1	154272724	154275698	837	7
ENSG00000143595	AQP10	1	154321156	154324477	903	6
ENSG00000143515	ATP8B2	1	154327800	154349115	3570	27
ENSG00000160712	IL6R	1	154405630	154465377	1404	10
ENSG00000169291	SHE	1	154470344	154502026	1485	6
ENSG00000163239	TDRD10	1	154506904	154547707	1053	12
ENSG00000160714	UBE2Q1	1	154550441	154558553	1266	13
ENSG00000160716	CHRNB2	1	154568045	154576696	1506	6
ENSG00000160710	ADAR	1	154584809	154608006	3678	15
ENSG00000143603	KCNN3	1	154707979	154869964	2193	8
ENSG00000163344	PMVK	1	154925132	154936685	576	5
ENSG00000163346	PBXIP1	1	154945027	154953721	2193	10
ENSG00000163348	PYGO2	1	154958782	154961576	1218	3
ENSG00000160691	SHC1	1	154963806	154970526	1752	12
ENSG00000173207	CKS1B	1	154974746	154978774	237	3
ENSG00000160688	FLAD1	1	154983695	154993034	1761	7
ENSG00000163352	LENEP	1	154993608	154993790	183	1
ENSG00000160685	ZBTB7B	1	155010920	155016682	1617	2
ENSG00000163354	DCST2	1	155018547	155033701	2319	15
ENSG00000163357	DCST1	1	155034037	155050865	2118	16
ENSG00000143537	ADAM15	1	155051387	155062499	2589	23
ENSG00000243364	EFNA4	1	155063824	155069170	603	4
ENSG00000251246	EFNA4-EFNA3	1	155063824	155086540	699	5
ENSG00000143590	EFNA3	1	155078942	155086540	714	5
ENSG00000169242	EFNA1	1	155127978	155134064	615	5
ENSG00000169241	SLC50A1	1	155135672	155138278	663	6
ENSG00000179085	DPM3	1	155139965	155140330	276	1
ENSG00000273088	ENSG00000273088	1	155169409	155187272	753	5
ENSG00000163463	KRTCAP2	1	155169426	155173224	408	5
ENSG00000163462	TRIM46	1	155173967	155184187	2277	10
ENSG00000185499	MUC1	1	155186138	155192843	1425	8
ENSG00000169231	THBS3	1	155195844	155207876	2868	23
ENSG00000173171	MTX1	1	155208805	155213695	1398	8
ENSG00000177628	GBA1	1	155234998	155241112	1608	11
ENSG00000160767	ENTREP3	1	155247785	155254877	2004	12
ENSG00000116521	SCAMP3	1	155256276	155262151	1041	9
ENSG00000176444	CLK2	1	155263221	155270977	1497	12
ENSG00000143630	HCN3	1	155277591	155288460	2322	8
ENSG00000143627	PKLR	1	155290575	155301395	1722	11
ENSG00000160752	FDPS	1	155309790	155320606	1257	10
ENSG00000160753	RUSC1	1	155321774	155330568	2706	9
ENSG00000116539	ASH1L	1	155337663	155521519	8892	27
ENSG00000125459	MSTO1	1	155610249	155614270	1710	14
ENSG00000163374	YY1AP1	1	155659660	155688976	2250	9
ENSG00000132676	DAP3	1	155709780	155738239	1194	12
ENSG00000116580	GON4L	1	155750587	155853780	6723	31
ENSG00000132718	SYT11	1	155859762	155881505	1293	4
ENSG00000143622	RIT1	1	155900391	155910885	657	5
ENSG00000132680	KHDC4	1	155914124	155934373	1842	14
ENSG00000173080	RXFP4	1	155941710	155942831	1122	1
ENSG00000116584	ARHGEF2	1	155947945	156007039	2958	22
ENSG00000163479	SSR2	1	156009543	156020896	549	5
ENSG00000160803	UBQLN4	1	156036981	156053701	1803	11
ENSG00000116586	LAMTOR2	1	156054890	156058406	375	4
ENSG00000132698	RAB25	1	156061401	156070284	639	5
ENSG00000254726	MEX3A	1	156076577	156081998	1560	2
ENSG00000160789	LMNA	1	156114919	156139836	1992	12
ENSG00000196189	SEMA4A	1	156154579	156176994	2283	14
ENSG00000160785	SLC25A44	1	156194134	156210428	942	3
ENSG00000260238	PMF1-BGLAP	1	156213016	156243080	633	6
ENSG00000160783	PMF1	1	156213016	156239598	615	5
ENSG00000242252	BGLAP	1	156242232	156243159	300	4
ENSG00000160781	PAQR6	1	156243864	156246731	1032	7
ENSG00000198952	SMG5	1	156250590	156282680	3048	22
ENSG00000163472	TMEM79	1	156285227	156291654	1182	3
ENSG00000198715	GLMP	1	156293015	156295645	1218	6
ENSG00000189030	VHLL	1	156298773	156299189	417	1
ENSG00000163468	CCT3	1	156309202	156367846	1635	14
ENSG00000163467	TSACC	1	156339758	156346979	375	3
ENSG00000132677	RHBG	1	156369250	156384842	1374	10
ENSG00000116604	MEF2D	1	156467648	156483292	1563	11
ENSG00000183856	IQGAP3	1	156526489	156572529	4893	38
ENSG00000187862	TTC24	1	156581365	156586547	1746	10
ENSG00000163382	NAXE	1	156591805	156601740	864	6
ENSG00000160818	GPATCH4	1	156594987	156599046	1336	7
ENSG00000132702	HAPLN2	1	156623491	156625381	1020	5
ENSG00000132692	BCAN	1	156646055	156659131	2733	13
ENSG00000132688	NES	1	156669325	156677264	4863	4
ENSG00000143320	CRABP2	1	156700029	156705446	414	4
ENSG00000143319	ISG20L2	1	156723352	156727652	1059	3
ENSG00000143303	METTL25B	1	156729105	156736750	1425	8
ENSG00000143314	MRPL24	1	156737401	156738704	648	5
ENSG00000143321	HDGF	1	156743452	156752363	720	6
ENSG00000143294	PRCC	1	156767772	156800457	1473	7
ENSG00000027869	SH2D2A	1	156807181	156816708	1167	8
ENSG00000027644	INSRR	1	156840876	156858621	3891	22
ENSG00000198400	NTRK1	1	156842144	156881639	2388	17
ENSG00000187800	PEAR1	1	156903927	156914795	3111	22
ENSG00000160838	LRRC71	1	156920804	156932966	1677	15
ENSG00000132694	ARHGEF11	1	156936003	157044330	4686	41
ENSG00000253831	ETV3L	1	157092652	157099523	1083	5
ENSG00000117036	ETV3	1	157124844	157136352	1536	4
ENSG00000143297	FCRL5	1	157515678	157552362	2931	17
ENSG00000163518	FCRL4	1	157575527	157597944	1545	12
ENSG00000160856	FCRL3	1	157676715	157700489	2202	14
ENSG00000132704	FCRL2	1	157746739	157777073	1524	12
ENSG00000163534	FCRL1	1	157796102	157820037	1287	11
ENSG00000073754	CD5L	1	157831967	157841701	1041	6
ENSG00000183853	KIRREL1	1	157993677	158095117	2271	15
ENSG00000288460	SMIM42	1	158127865	158128074	210	1
ENSG00000158473	CD1D	1	158181102	158184147	1005	6
ENSG00000158477	CD1A	1	158254670	158257687	981	6
ENSG00000158481	CD1C	1	158290065	158293603	999	6
ENSG00000158485	CD1B	1	158328239	158331423	999	6
ENSG00000158488	CD1E	1	158353989	158356893	1164	6
ENSG00000186306	OR10T2	1	158398525	158399466	942	1
ENSG00000180708	OR10K2	1	158419931	158420866	936	1
ENSG00000173285	OR10K1	1	158465562	158466500	939	1
ENSG00000198965	OR10R2	1	158472326	158480882	972	2
ENSG00000197532	OR6Y1	1	158547131	158548105	975	1
ENSG00000186440	OR6P1	1	158562654	158563604	951	1
ENSG00000279111	OR10X1	1	158578922	158579899	978	1
ENSG00000198967	OR10Z1	1	158606439	158607377	939	1
ENSG00000163554	SPTA1	1	158611267	158686517	7257	52
ENSG00000196171	OR6K2	1	158699681	158700652	972	1
ENSG00000203757	OR6K3	1	158717171	158718163	945	1
ENSG00000180433	OR6K6	1	158754888	158755844	957	1
ENSG00000197403	OR6N1	1	158765747	158766682	936	1
ENSG00000188340	OR6N2	1	158776685	158777635	951	1
ENSG00000163563	MNDA	1	158842154	158849234	1221	6
ENSG00000163564	PYHIN1	1	158936911	158976724	1476	7
ENSG00000289721	PYDC5	1	158999974	159000312	339	1
ENSG00000163565	IFI16	1	159014681	159054898	2355	11
ENSG00000163568	AIM2	1	159062695	159073499	1029	5
ENSG00000162706	CADM3	1	159171766	159200919	1194	9
ENSG00000213088	ACKR1	1	159204960	159206447	1008	2
ENSG00000179639	FCER1A	1	159302365	159307929	771	5
ENSG00000196266	OR10J3	1	159313720	159314659	940	1
ENSG00000249730	OR10J4	1	159432204	159433138	935	1
ENSG00000196184	OR10J1	1	159439759	159440718	927	1
ENSG00000184155	OR10J5	1	159535081	159536007	927	1
ENSG00000132703	APCS	1	159587922	159588705	669	2
